t	N	iR	SD(iR)		eR
1	11	559	0	5000000
2	10	560	5.60357	4999993
3	10	643	7.56373	4999892
4	10	703	8.4386	4999827
5	10	787	9.02275	4999727
6	10	875	8.8459	4999631
7	10	1000	9.3488	4999494
8	10	1099	10.7093	4999378
9	10	1168	10.7033	4999297
10	10	1217	10.2961	4999242
11	10	1267	11.0639	4999188
12	10	1307	12.2886	4999137
13	10	1380	11.5239	4999059
14	10	1452	11.1786	4998974
15	10	1557	11.3759	4998862
16	10	1640	11.0454	4998769
17	10	1686	11.7661	4998715
18	10	1747	11.6795	4998649
19	10	1797	12.6495	4998589
20	10	1866	12.5475	4998514
21	10	1927	12.2397	4998450
22	10	1994	12.5555	4998376
23	10	2015	12.2168	4998350
24	10	2106	12.5873	4998253
25	10	2205	12.816	4998146
26	10	2271	13.9818	4998066
27	10	2343	14.2482	4997988
28	10	2435	14.5413	4997887
29	10	2523	14.826	4997789
30	10	2612	14.4969	4997692
31	10	2676	14.968	4997621
32	10	2706	14.9613	4997584
33	10	2759	15.5013	4997521
34	10	2836	14.9613	4997432
35	10	2938	14.6274	4997321
36	10	3032	14.4416	4997214
37	10	3079	14.625	4997154
38	10	3131	14.2229	4997098
39	10	3227	14.3948	4996991
40	10	3278	14.4139	4996928
41	10	3330	14.893	4996868
42	10	3420	14.9399	4996769
43	10	3440	14.5258	4996733
44	10	3480	16.8642	4996686
45	10	3595	19.1167	4996562
46	10	3684	19.1322	4996456
47	10	3781	18.5173	4996352
48	10	3832	20.029	4996285
49	10	3929	20.5789	4996177
50	10	4000	20.3568	4996093
51	10	4062	20.98	4996020
52	10	4138	21.1745	4995933
53	10	4184	20.2938	4995875
54	10	4215	20.5146	4995840
55	10	4248	20.8557	4995804
56	10	4312	20.5465	4995734
57	10	4363	19.6115	4995675
58	10	4434	19.7899	4995596
59	10	4559	20.8636	4995456
60	10	4665	19.4589	4995339
61	10	4720	19.5602	4995273
62	10	4767	19.5041	4995222
63	10	4811	19.3362	4995166
64	10	4842	19.2759	4995130
65	10	4902	19.307	4995065
66	10	4963	19.272	4994994
67	10	5014	19.3194	4994939
68	10	5077	19.2772	4994872
69	10	5141	19.3569	4994798
70	10	5264	19.4072	4994659
71	10	5358	19.8484	4994556
72	10	5376	20.6891	4994528
73	10	5479	22.2056	4994417
74	10	5569	21.911	4994312
75	10	5612	21.9945	4994258
76	10	5658	21.3485	4994206
77	10	5690	21.0808	4994166
78	10	5779	21.417	4994073
79	10	5875	21.5418	4993956
80	10	5909	21.1066	4993904
81	10	5948	20.9561	4993859
82	10	6034	23.6186	4993763
83	10	6108	24.2685	4993654
84	10	6205	24.8526	4993549
85	10	6307	24.2242	4993433
86	10	6376	23.7074	4993353
87	10	6439	23.8514	4993283
88	10	6493	24.0502	4993224
89	10	6530	23.7739	4993183
90	10	6603	23.5204	4993099
91	10	6656	25.2753	4993032
92	10	6705	25.2715	4992972
93	10	6777	24.2942	4992882
94	10	6819	24.3329	4992833
95	10	6885	24.2332	4992763
96	10	6957	25.9694	4992684
97	10	7044	24.5894	4992585
98	10	7077	25.2232	4992538
99	10	7132	24.9271	4992478
100	10	7265	24.1837	4992335
101	10	7335	24.9128	4992246
102	10	7417	25.9463	4992156
103	10	7557	24.6579	4991993
104	10	7647	22.9087	4991882
105	10	7684	23.3461	4991829
106	10	7769	23.1104	4991738
107	10	7842	22.6839	4991655
108	10	7880	22.6053	4991611
109	10	7927	22.4991	4991559
110	10	7986	22.905	4991490
111	10	8067	22.6938	4991402
112	10	8140	23.6728	4991316
113	9	7380	24.5447	4992064
114	9	7471	24.6597	4991967
115	9	7534	24.2736	4991891
116	9	7606	23.7835	4991810
117	9	7629	23.9583	4991779
118	9	7698	23.8886	4991702
119	9	7779	23.8374	4991615
120	9	7824	24.8953	4991560
121	8	6982	23.8419	4992399
122	8	7023	23.7247	4992350
123	8	7060	23.6802	4992306
124	8	7098	24.4118	4992264
